Feature,Importance
cat__place_New Andrea,0
cat__place_New Andreamouth,0
cat__place_New Andreastad,0
cat__place_New Andresberg,0
cat__place_New Andreside,0
cat__place_New Andrew,0
cat__place_New Andrewborough,0
cat__place_New Andrewbury,0
cat__place_New Andrewchester,0
cat__place_New Andrewland,0
cat__place_New Andrewmouth,0
cat__place_New Andrewshire,0
cat__place_New Andrewside,0
cat__place_New Andrewstad,0
cat__place_New Andrewton,0
cat__place_New Angel,0
cat__place_New Angela,0
cat__place_New Angelaburgh,0
cat__place_New Angelachester,0
cat__place_New Angelamouth,0
cat__place_New Angelashire,0
cat__place_New Angelaton,0
cat__place_New Angelicafurt,0
cat__place_New Angelmouth,0
cat__place_New Anitaberg,0
cat__place_New Ann,0
cat__place_New Anna,0
cat__place_New Annaberg,0
cat__place_New Annabury,0
cat__place_New Annafurt,0
cat__place_New Annahaven,0
cat__place_New Annaland,0
cat__place_New Annamouth,0
cat__place_New Annchester,0
cat__place_New Anne,0
cat__place_New Annetteland,0
cat__place_New Annetteshire,0
cat__place_New Annmouth,0
cat__place_New Annside,0
cat__place_New Annton,0
cat__place_New Anthony,0
cat__place_New Anthonyborough,0
cat__place_New Anthonyfort,0
cat__place_New Anthonyhaven,0
cat__place_New Anthonymouth,0
cat__place_New Anthonyport,0
cat__place_New Anthonyshire,0
cat__place_New Anthonyside,0
cat__place_New Anthonyton,0
cat__place_New Anthonyview,0
cat__place_New Anthonyville,0
cat__place_New Antonio,0
cat__place_New Antonioberg,0
cat__place_New Antoniotown,0
cat__place_New April,0
cat__place_New Aprilchester,0
cat__place_New Aprilhaven,0
cat__place_New Aprilmouth,0
cat__place_New Aprilton,0
cat__place_New Ariana,0
cat__place_New Ariel,0
cat__place_New Arielhaven,0
cat__place_New Arthur,0
cat__place_New Ashlee,0
cat__place_New Ashley,0
cat__place_New Ashleyberg,0
cat__place_New Ashleyborough,0
cat__place_New Ashleyburgh,0
cat__place_New Ashleyfort,0
cat__place_New Ashleyhaven,0
cat__place_New Ashleymouth,0
cat__place_New Ashleyport,0
cat__place_New Ashleyshire,0
cat__place_New Audreyfurt,0
cat__place_New Austinberg,0
cat__place_New Austinbury,0
cat__place_New Austinfurt,0
cat__place_New Austinport,0
cat__place_New Baileyfort,0
cat__place_New Baileytown,0
cat__place_New Barbara,0
cat__place_New Barbaraberg,0
cat__place_New Barbarabury,0
cat__place_New Barbarafurt,0
cat__place_New Barry,0
cat__place_New Beckyberg,0
cat__place_New Benjamin,0
cat__place_New Benjaminborough,0
cat__place_New Benjaminchester,0
cat__place_New Benjaminland,0
cat__place_New Benjaminstad,0
cat__place_New Benjaminville,0
cat__place_New Beth,0
cat__place_New Bethany,0
cat__place_New Bethberg,0
cat__place_New Bettyshire,0
cat__place_New Beverlystad,0
cat__place_New Billy,0
cat__place_New Billymouth,0
cat__place_New Bobby,0
cat__place_New Bonnie,0
cat__place_New Bradley,0
cat__place_New Bradleychester,0
cat__place_New Bradleyfurt,0
cat__place_New Bradleymouth,0
cat__place_New Bradleyside,0
cat__place_New Bradleyview,0
cat__place_New Brady,0
cat__place_New Bradystad,0
cat__place_New Brandi,0
cat__place_New Brandiport,0
cat__place_New Brandon,0
cat__place_New Brandonbury,0
cat__place_New Brandonmouth,0
cat__place_New Brandontown,0
cat__place_New Brandonville,0
cat__place_New Brandy,0
cat__place_New Brandyfurt,0
cat__place_New Brandyshire,0
cat__place_New Breannaberg,0
cat__place_New Breannastad,0
cat__place_New Brenda,0
cat__place_New Brendaburgh,0
cat__place_New Brendachester,0
cat__place_New Brendaview,0
cat__place_New Brent,0
cat__place_New Brett,0
cat__place_New Brettside,0
cat__place_New Brian,0
cat__place_New Brianabury,0
cat__place_New Brianberg,0
cat__place_New Brianfurt,0
cat__place_New Brianhaven,0
cat__place_New Brianland,0
cat__place_New Brianmouth,0
cat__place_New Briannaberg,0
cat__place_New Brianport,0
cat__place_New Brianshire,0
cat__place_New Brianside,0
cat__place_New Brianton,0
cat__place_New Brianville,0
cat__place_New Bridget,0
cat__place_New Brittany,0
cat__place_New Brittanyfort,0
cat__place_New Brittanyland,0
cat__place_New Brittanyshire,0
cat__place_New Brittanyside,0
cat__place_New Brittanyton,0
cat__place_New Brittanyview,0
cat__place_New Brittney,0
cat__place_New Brittneyfort,0
cat__place_New Brittneyview,0
cat__place_New Brooke,0
cat__place_New Brookemouth,0
cat__place_New Bryan,0
cat__place_New Bryanside,0
cat__place_New Bryanville,0
cat__place_New Brycemouth,0
cat__place_New Caitlin,0
cat__place_New Caitlinchester,0
cat__place_New Caleb,0
cat__place_New Calebchester,0
cat__place_New Calebfurt,0
cat__place_New Calebport,0
cat__place_New Calebview,0
cat__place_New Calvinstad,0
cat__place_New Cameron,0
cat__place_New Cameronburgh,0
cat__place_New Cameronhaven,0
cat__place_New Cameronside,0
cat__place_New Candice,0
cat__place_New Candicechester,0
cat__place_New Candicestad,0
cat__place_New Carl,0
cat__place_New Carla,0
cat__place_New Carlaberg,0
cat__place_New Carlburgh,0
cat__place_New Carlos,0
cat__place_New Carlosmouth,0
cat__place_New Carlosside,0
cat__place_New Carmen,0
cat__place_New Carol,0
cat__place_New Caroline,0
cat__place_New Carolineville,0
cat__place_New Carolport,0
cat__place_New Carolville,0
cat__place_New Carolyn,0
cat__place_New Carolynburgh,0
cat__place_New Carolynmouth,0
cat__place_New Carrie,0
cat__place_New Carriechester,0
cat__place_New Carriemouth,0
cat__place_New Carrietown,0
cat__place_New Caseyborough,0
cat__place_New Cassandra,0
cat__place_New Cassandraberg,0
cat__place_New Cassandraborough,0
cat__place_New Cassandramouth,0
cat__place_New Cassidytown,0
cat__place_New Catherine,0
cat__place_New Catherinehaven,0
cat__place_New Catherinemouth,0
cat__place_New Catherineport,0
cat__place_New Catherinestad,0
cat__place_New Catherineview,0
cat__place_New Cathyville,0
cat__place_New Chad,0
cat__place_New Chadborough,0
cat__place_New Chadburgh,0
cat__place_New Chadfort,0
cat__place_New Chadland,0
cat__place_New Chadside,0
cat__place_New Charlene,0
cat__place_New Charleneborough,0
cat__place_New Charles,0
cat__place_New Charlesberg,0
cat__place_New Charlesbury,0
cat__place_New Charlesfort,0
cat__place_New Charlesfurt,0
cat__place_New Charlesland,0
cat__place_New Charlesmouth,0
cat__place_New Charlesport,0
cat__place_New Charlesshire,0
cat__place_New Charlesside,0
cat__place_New Charleston,0
cat__place_New Charlesview,0
cat__place_New Charlesville,0
cat__place_New Chase,0
cat__place_New Chelsea,0
cat__place_New Chelseachester,0
cat__place_New Chelseahaven,0
cat__place_New Chelseamouth,0
cat__place_New Chelseashire,0
cat__place_New Chelseaview,0
cat__place_New Cheryl,0
cat__place_New Cherylfort,0
cat__place_New Cherylside,0
cat__place_New Cheryltown,0
cat__place_New Cherylview,0
cat__place_New Chloe,0
cat__place_New Chris,0
cat__place_New Chrisstad,0
cat__place_New Christian,0
cat__place_New Christianborough,0
cat__place_New Christie,0
cat__place_New Christina,0
cat__place_New Christinaburgh,0
cat__place_New Christinahaven,0
cat__place_New Christinaport,0
cat__place_New Christinaside,0
cat__place_New Christinaton,0
cat__place_New Christinaville,0
cat__place_New Christine,0
cat__place_New Christineborough,0
cat__place_New Christinechester,0
cat__place_New Christinemouth,0
cat__place_New Christineside,0
cat__place_New Christinetown,0
cat__place_New Christineville,0
cat__place_New Christopher,0
cat__place_New Christopherberg,0
cat__place_New Christopherborough,0
cat__place_New Christopherburgh,0
cat__place_New Christopherbury,0
cat__place_New Christopherland,0
cat__place_New Christophermouth,0
cat__place_New Christopherport,0
cat__place_New Christopherstad,0
cat__place_New Christophertown,0
cat__place_New Christopherview,0
cat__place_New Christopherville,0
cat__place_New Christy,0
cat__place_New Cindy,0
cat__place_New Claire,0
cat__place_New Clairechester,0
cat__place_New Clairefort,0
cat__place_New Claudia,0
cat__place_New Claudiaport,0
cat__place_New Clifford,0
cat__place_New Clinton,0
cat__place_New Clintonburgh,0
cat__place_New Clintonstad,0
cat__place_New Cody,0
cat__place_New Codyville,0
cat__place_New Colinshire,0
cat__place_New Colinside,0
cat__place_New Colleen,0
cat__place_New Collinshire,0
cat__place_New Coltonchester,0
cat__place_New Connie,0
cat__place_New Connor,0
cat__place_New Corey,0
cat__place_New Coreymouth,0
cat__place_New Coryburgh,0
cat__place_New Courtney,0
cat__place_New Courtneyborough,0
cat__place_New Courtneyfurt,0
cat__place_New Courtneyton,0
cat__place_New Courtneyville,0
cat__place_New Craig,0
cat__place_New Craigburgh,0
cat__place_New Craigbury,0
cat__place_New Craigchester,0
cat__place_New Craigmouth,0
cat__place_New Craigport,0
cat__place_New Cristina,0
cat__place_New Crystalfurt,0
cat__place_New Crystalport,0
cat__place_New Curtis,0
cat__place_New Curtisland,0
cat__place_New Curtismouth,0
cat__place_New Cynthia,0
cat__place_New Cynthialand,0
cat__place_New Cynthiaside,0
cat__place_New Daisy,0
cat__place_New Dakota,0
cat__place_New Dale,0
cat__place_New Daltonburgh,0
cat__place_New Daltonmouth,0
cat__place_New Daltonside,0
cat__place_New Damon,0
cat__place_New Dana,0
cat__place_New Danamouth,0
cat__place_New Daniel,0
cat__place_New Danielchester,0
cat__place_New Danielfurt,0
cat__place_New Danielhaven,0
cat__place_New Danielland,0
cat__place_New Danielle,0
cat__place_New Daniellebury,0
cat__place_New Daniellehaven,0
cat__place_New Danielleshire,0
cat__place_New Danielleton,0
cat__place_New Danielport,0
cat__place_New Danielshire,0
cat__place_New Danielstad,0
cat__place_New Danielton,0
cat__place_New Danieltown,0
cat__place_New Danielview,0
cat__place_New Dannyton,0
cat__place_New Dariusville,0
cat__place_New Darlene,0
cat__place_New Darlenemouth,0
cat__place_New Darrell,0
cat__place_New Darrellchester,0
cat__place_New Darrenhaven,0
cat__place_New Darryl,0
cat__place_New David,0
cat__place_New Davidberg,0
cat__place_New Davidborough,0
cat__place_New Davidburgh,0
cat__place_New Davidbury,0
cat__place_New Davidchester,0
cat__place_New Davidfort,0
cat__place_New Davidfurt,0
cat__place_New Davidhaven,0
cat__place_New Davidmouth,0
cat__place_New Davidport,0
cat__place_New Davidshire,0
cat__place_New Davidside,0
cat__place_New Davidstad,0
cat__place_New Davidton,0
cat__place_New Davidtown,0
cat__place_New Davidview,0
cat__place_New Davidville,0
cat__place_New Dawn,0
cat__place_New Dawnberg,0
cat__place_New Dawnbury,0
cat__place_New Dean,0
cat__place_New Deanna,0
cat__place_New Deannachester,0
cat__place_New Deannahaven,0
cat__place_New Deannamouth,0
cat__place_New Deannaville,0
cat__place_New Deanstad,0
cat__place_New Debbie,0
cat__place_New Debbiestad,0
cat__place_New Deborah,0
cat__place_New Deborahchester,0
cat__place_New Deborahfort,0
cat__place_New Deborahfurt,0
cat__place_New Deborahland,0
cat__place_New Deborahmouth,0
cat__place_New Deborahstad,0
cat__place_New Debra,0
cat__place_New Debraberg,0
cat__place_New Debrachester,0
cat__place_New Debrashire,0
cat__place_New Debratown,0
cat__place_New Debraville,0
cat__place_New Denise,0
cat__place_New Denisechester,0
cat__place_New Deniseland,0
cat__place_New Dennis,0
cat__place_New Dennisland,0
cat__place_New Dennisport,0
cat__place_New Denniston,0
cat__place_New Derek,0
cat__place_New Derekborough,0
cat__place_New Derekside,0
cat__place_New Derekstad,0
cat__place_New Derrickburgh,0
cat__place_New Destiny,0
cat__place_New Devin,0
cat__place_New Devinburgh,0
cat__place_New Diana,0
cat__place_New Dianaview,0
cat__place_New Diane,0
cat__place_New Dianechester,0
cat__place_New Dianehaven,0
cat__place_New Dianeview,0
cat__place_New Donald,0
cat__place_New Donaldbury,0
cat__place_New Donaldchester,0
cat__place_New Donaldshire,0
cat__place_New Donaldton,0
cat__place_New Donna,0
cat__place_New Donnaburgh,0
cat__place_New Donnachester,0
cat__place_New Donnahaven,0
cat__place_New Donnashire,0
cat__place_New Donnastad,0
cat__place_New Donnaville,0
cat__place_New Dorisburgh,0
cat__place_New Dorisland,0
cat__place_New Dorisshire,0
cat__place_New Dorothyshire,0
cat__place_New Dorothyville,0
cat__place_New Douglas,0
cat__place_New Douglasborough,0
cat__place_New Douglaschester,0
cat__place_New Douglasfurt,0
cat__place_New Douglasside,0
cat__place_New Douglasstad,0
cat__place_New Douglaston,0
cat__place_New Drewfurt,0
cat__place_New Duane,0
cat__place_New Dustin,0
cat__place_New Dustinborough,0
cat__place_New Dustinburgh,0
cat__place_New Dustinbury,0
cat__place_New Dustinhaven,0
cat__place_New Dustinland,0
cat__place_New Dustinville,0
cat__place_New Dwayneton,0
cat__place_New Dylan,0
cat__place_New Dylanborough,0
cat__place_New Ebony,0
cat__place_New Edward,0
cat__place_New Edwardchester,0
cat__place_New Edwardfort,0
cat__place_New Edwardhaven,0
cat__place_New Edwardland,0
cat__place_New Edwardshire,0
cat__place_New Edwardview,0
cat__place_New Edwin,0
cat__place_New Edwinport,0
cat__place_New Elaineberg,0
cat__place_New Elizabeth,0
cat__place_New Elizabethberg,0
cat__place_New Elizabethborough,0
cat__place_New Elizabethburgh,0
cat__place_New Elizabethchester,0
cat__place_New Elizabethfurt,0
cat__place_New Elizabethhaven,0
cat__place_New Elizabethmouth,0
cat__place_New Elizabethshire,0
cat__place_New Emily,0
cat__place_New Emilybury,0
cat__place_New Emilystad,0
cat__place_New Emilyville,0
cat__place_New Emma,0
cat__place_New Eric,0
cat__place_New Erica,0
cat__place_New Ericafort,0
cat__place_New Ericashire,0
cat__place_New Ericburgh,0
cat__place_New Ericbury,0
cat__place_New Ericchester,0
cat__place_New Ericfurt,0
cat__place_New Ericmouth,0
cat__place_New Ericshire,0
cat__place_New Ericside,0
cat__place_New Ericstad,0
cat__place_New Erictown,0
cat__place_New Erik,0
cat__place_New Erika,0
cat__place_New Erikafort,0
cat__place_New Erikafurt,0
cat__place_New Erikmouth,0
cat__place_New Erin,0
cat__place_New Erinberg,0
cat__place_New Erinland,0
cat__place_New Ethan,0
cat__place_New Eugene,0
cat__place_New Evan,0
cat__place_New Evelynchester,0
cat__place_New Evelynhaven,0
cat__place_New Evelynton,0
cat__place_New Faith,0
cat__place_New Felicia,0
cat__place_New Feliciaburgh,0
cat__place_New Fernando,0
cat__place_New Fernandoburgh,0
cat__place_New Francishaven,0
cat__place_New Frank,0
cat__place_New Frankbury,0
cat__place_New Frankchester,0
cat__place_New Frankhaven,0
cat__place_New Franklin,0
cat__place_New Frankside,0
cat__place_New Frederick,0
cat__place_New Gabriel,0
cat__place_New Gabrielahaven,0
cat__place_New Gabrielhaven,0
cat__place_New Gabrieltown,0
cat__place_New Gail,0
cat__place_New Gary,0
cat__place_New Garyberg,0
cat__place_New Garyborough,0
cat__place_New Garyland,0
cat__place_New Garyshire,0
cat__place_New Garyside,0
cat__place_New Garyview,0
cat__place_New Gavin,0
cat__place_New Gavinhaven,0
cat__place_New Gavinville,0
cat__place_New George,0
cat__place_New Georgeburgh,0
cat__place_New Georgefort,0
cat__place_New Georgeland,0
cat__place_New Georgeshire,0
cat__place_New Georgeside,0
cat__place_New Georgeview,0
cat__place_New Gerald,0
cat__place_New Gina,0
cat__place_New Ginaberg,0
cat__place_New Ginaburgh,0
cat__place_New Ginamouth,0
cat__place_New Glen,0
cat__place_New Gloria,0
cat__place_New Gloriachester,0
cat__place_New Gracefurt,0
cat__place_New Grant,0
cat__place_New Grantville,0
cat__place_New Greg,0
cat__place_New Gregland,0
cat__place_New Gregory,0
cat__place_New Gregoryberg,0
cat__place_New Gregoryfort,0
cat__place_New Gregoryfurt,0
cat__place_New Gregoryport,0
cat__place_New Gregoryshire,0
cat__place_New Gregoryton,0
cat__place_New Gwendolyn,0
cat__place_New Haley,0
cat__place_New Hannah,0
cat__place_New Hannahland,0
cat__place_New Harold,0
cat__place_New Haroldfort,0
cat__place_New Haroldfurt,0
cat__place_New Haydenville,0
cat__place_New Heather,0
cat__place_New Heatherberg,0
cat__place_New Heatherburgh,0
cat__place_New Heathermouth,0
cat__place_New Heatherton,0
cat__place_New Heatherville,0
cat__place_New Hector,0
cat__place_New Heidi,0
cat__place_New Heidiborough,0
cat__place_New Helenmouth,0
cat__place_New Henry,0
cat__place_New Henryport,0
cat__place_New Henrystad,0
cat__place_New Holly,0
cat__place_New Hollymouth,0
cat__place_New Howard,0
cat__place_New Hunter,0
cat__place_New Hunterland,0
cat__place_New Ian,0
cat__place_New Isabellashire,0
cat__place_New Isabellaview,0
cat__place_New Isaiahmouth,0
cat__place_New Ivan,0
cat__place_New Jack,0
cat__place_New Jackfurt,0
cat__place_New Jacob,0
cat__place_New Jacobberg,0
cat__place_New Jacobbury,0
cat__place_New Jacobmouth,0
cat__place_New Jacobside,0
cat__place_New Jacobville,0
cat__place_New Jacqueline,0
cat__place_New Jacquelineland,0
cat__place_New Jacquelineside,0
cat__place_New Jacquelinetown,0
cat__place_New Jaime,0
cat__place_New Jaimemouth,0
cat__place_New Jaimeton,0
cat__place_New Jakeshire,0
cat__place_New James,0
cat__place_New Jamesberg,0
cat__place_New Jamesborough,0
cat__place_New Jamesburgh,0
cat__place_New Jamesbury,0
cat__place_New Jamesfort,0
cat__place_New Jamesland,0
cat__place_New Jamesmouth,0
cat__place_New Jamesport,0
cat__place_New Jamesside,0
cat__place_New Jamesstad,0
cat__place_New Jameston,0
cat__place_New Jamestown,0
cat__place_New Jamesview,0
cat__place_New Jamesville,0
cat__place_New Jamie,0
cat__place_New Jamieberg,0
cat__place_New Jamietown,0
cat__place_New Janet,0
cat__place_New Janetborough,0
cat__place_New Janettown,0
cat__place_New Janice,0
cat__place_New Janiceland,0
cat__place_New Janicemouth,0
cat__place_New Jared,0
cat__place_New Jasminburgh,0
cat__place_New Jasmine,0
cat__place_New Jasminefort,0
cat__place_New Jason,0
cat__place_New Jasonburgh,0
cat__place_New Jasonchester,0
cat__place_New Jasonfort,0
cat__place_New Jasonhaven,0
cat__place_New Jasonland,0
cat__place_New Jasonmouth,0
cat__place_New Jasonshire,0
cat__place_New Jasonside,0
cat__place_New Jasonstad,0
cat__place_New Jasonton,0
cat__place_New Javierhaven,0
cat__place_New Jay,0
cat__place_New Jean,0
cat__place_New Jeanchester,0
cat__place_New Jeanette,0
cat__place_New Jeanetteberg,0
cat__place_New Jeff,0
cat__place_New Jeffery,0
cat__place_New Jefferyhaven,0
cat__place_New Jeffrey,0
cat__place_New Jeffreyborough,0
cat__place_New Jeffreyport,0
cat__place_New Jeffreyside,0
cat__place_New Jeffreystad,0
cat__place_New Jeffreyville,0
cat__place_New Jeffville,0
cat__place_New Jenna,0
cat__place_New Jennaville,0
cat__place_New Jennifer,0
cat__place_New Jenniferberg,0
cat__place_New Jenniferborough,0
cat__place_New Jenniferburgh,0
cat__place_New Jenniferfort,0
cat__place_New Jenniferhaven,0
cat__place_New Jennifermouth,0
cat__place_New Jenniferport,0
cat__place_New Jennifershire,0
cat__place_New Jenniferside,0
cat__place_New Jenniferstad,0
cat__place_New Jenniferton,0
cat__place_New Jennifertown,0
cat__place_New Jenny,0
cat__place_New Jennyland,0
cat__place_New Jeremiah,0
cat__place_New Jeremiahside,0
cat__place_New Jeremy,0
cat__place_New Jeremymouth,0
cat__place_New Jeremyport,0
cat__place_New Jermaine,0
cat__place_New Jerryfort,0
cat__place_New Jesse,0
cat__place_New Jesseborough,0
cat__place_New Jessebury,0
cat__place_New Jesseville,0
cat__place_Zunigachester,0
cat__place_New Jessicabury,0
cat__place_New Jessicafort,0
cat__place_New Jessicahaven,0
cat__place_New Jessicaland,0
cat__place_New Jessicamouth,0
cat__place_New Jessicashire,0
cat__place_New Jessicaside,0
cat__place_New Jessicastad,0
cat__place_New Jessicatown,0
cat__place_New Jessicaview,0
cat__place_New Jesus,0
cat__place_New Jill,0
cat__place_New Jillian,0
cat__place_New Jillianborough,0
cat__place_New Jillport,0
cat__place_New Jillshire,0
cat__place_New Jimmy,0
cat__place_New Jimmybury,0
cat__place_New Joanburgh,0
cat__place_New Joann,0
cat__place_New Joanna,0
cat__place_New Joanneland,0
cat__place_New Joannestad,0
cat__place_New Joannland,0
cat__place_New Joannside,0
cat__place_New Jocelyn,0
cat__place_New Jodiport,0
cat__place_New Jodistad,0
cat__place_New Joe,0
cat__place_New Joel,0
cat__place_New Joelborough,0
cat__place_New Joelbury,0
cat__place_New Joelfurt,0
cat__place_New Joelhaven,0
cat__place_New Joelmouth,0
cat__place_New John,0
